session_id,timestamp,window_start_timestamp,window_duration_s,latitude,longitude,location_timestamp,location_age_ms,horizontal_accuracy_m,vertical_accuracy_m,altitude_m,speed_mps,speed_accuracy_mps,bearing_deg,bearing_accuracy_deg,gnss_timestamp,gnss_age_ms,satellites_visible,satellites_used,cn0_mean_dbhz,cn0_max_dbhz,gps_visible,gps_used,glonass_visible,glonass_used,beidou_visible,beidou_used,galileo_visible,galileo_used,qzss_visible,qzss_used,accel_sample_count,accel_x_mean_mps2,accel_y_mean_mps2,accel_z_mean_mps2,accel_magnitude_mean_mps2,accel_magnitude_stddev_mps2,accel_magnitude_rms_mps2,linear_accel_sample_count,linear_accel_x_mean_mps2,linear_accel_y_mean_mps2,linear_accel_z_mean_mps2,linear_accel_magnitude_mean_mps2,linear_accel_magnitude_stddev_mps2,linear_accel_magnitude_rms_mps2,gyro_sample_count,gyro_x_mean_radps,gyro_y_mean_radps,gyro_z_mean_radps,gyro_magnitude_mean_radps,gyro_magnitude_stddev_radps,gyro_magnitude_rms_radps,rotation_vector_x,rotation_vector_y,rotation_vector_z,rotation_vector_w,orientation_azimuth_deg,orientation_pitch_deg,orientation_roll_deg,step_events_window,step_count_total,light_lux,light_timestamp,light_age_ms,battery_level_pct,battery_temperature_c,battery_charging,battery_timestamp,battery_age_ms,surface_classifier_label,surface_classifier_confidence,surface_classifier_timestamp,surface_classifier_age_ms,manual_surface_label,manual_surface_timestamp,manual_surface_age_ms,route_distance_m,gps_accuracy_m,gps_quality
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:48:28.957865+08:00,2026-09-12T08:48:18.957865+08:00,10,10.3457960,123.8180464,2026-09-12T00:48:28Z,1685,6.0,5.4,616.70,0.00,0.09,,,2026-09-12T08:48:27.286524+08:00,1671,91,0,14.84,37.70,20,0,7,0,40,0,19,0,4,0,499,-0.4004,7.6549,5.9626,9.7507,0.3343,9.7564,369,-0.0277,0.0181,-0.0309,0.5813,0.4229,0.7189,201,-0.0002,0.0069,0.0057,0.2885,0.2482,0.3805,0.38903,0.18351,0.37547,0.82098,49.4,0.5,51.0,0,1571,13403.00,2026-09-12T08:48:28.803865+08:00,154,64.0,41.0,DISCHARGING,2026-09-12T08:47:58.940865+08:00,30017,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,17638,,,,3953.3,6.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:48:38.966204+08:00,2026-09-12T08:48:28.966204+08:00,10,10.3457952,123.8180508,2026-09-12T00:48:36Z,3694,5.8,5.4,616.44,0.00,0.09,,,2026-09-12T08:48:35.287875+08:00,3678,91,0,14.13,37.40,20,0,7,0,40,0,19,0,4,0,504,-0.3988,7.8302,5.7418,9.7360,0.2484,9.7391,201,-0.0253,0.0288,-0.0436,0.3087,0.2825,0.4185,201,-0.0010,0.0012,-0.0016,0.1576,0.1466,0.2152,0.38630,0.18875,0.35182,0.83148,47.0,2.4,50.9,0,1571,13607.00,2026-09-12T08:48:38.614204+08:00,352,64.0,41.0,DISCHARGING,2026-09-12T08:47:58.941204+08:00,40025,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,27646,,,,3953.8,5.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:48:48.974983+08:00,2026-09-12T08:48:38.974983+08:00,10,10.3457939,123.8180488,2026-09-12T00:48:44Z,5701,6.6,6.2,616.23,0.00,0.14,,,2026-09-12T08:48:43.308421+08:00,5667,91,0,14.48,35.50,20,0,7,0,40,0,19,0,4,0,502,-0.5327,7.1744,6.4294,9.7602,0.5705,9.7768,201,0.0321,-0.0219,-0.0195,0.7319,0.5212,0.8986,201,0.0115,-0.0481,-0.0587,0.4620,0.6120,0.7668,0.38771,0.10130,0.01230,0.91612,5.9,10.1,46.4,0,1571,13602.00,2026-09-12T08:48:48.728983+08:00,246,64.0,41.0,DISCHARGING,2026-09-12T08:47:58.940983+08:00,50034,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,37655,,,,3954.0,6.6,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:48:58.980333+08:00,2026-09-12T08:48:48.980333+08:00,10,10.3457950,123.8180425,2026-09-12T00:48:52Z,7707,7.1,6.0,616.87,0.00,0.25,,,2026-09-12T08:48:58.280754+08:00,698,0,0,,,0,0,0,0,0,0,0,0,0,0,502,0.7450,8.0262,2.6354,10.0281,2.4060,10.3127,200,-0.2040,-0.1205,0.0688,2.3868,2.3202,3.3287,200,0.0153,-0.3974,-0.0892,1.6131,1.8861,2.4818,0.28265,0.64361,0.63870,0.31295,130.2,2.4,89.3,0,1571,742.00,2026-09-12T08:48:57.555333+08:00,1425,63.0,41.0,DISCHARGING,2026-09-12T08:48:58.981333+08:00,-1,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,47660,,,,3954.7,7.1,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:49:08.985918+08:00,2026-09-12T08:48:58.985918+08:00,10,10.3457984,123.8180482,2026-09-12T00:49:08Z,1712,6.8,7.4,616.74,0.00,0.11,,,2026-09-12T08:49:07.282762+08:00,1703,92,0,12.67,37.70,20,0,7,0,42,0,19,0,3,0,502,-0.3001,9.4362,-1.8443,9.9022,1.9652,10.0953,201,-0.0142,-0.0008,-0.0313,2.4603,1.0647,2.6808,201,0.0280,-0.0193,0.0047,0.4419,0.1747,0.4752,0.36807,0.70249,0.53350,0.29396,123.8,1.2,105.0,13,1584,888.00,2026-09-12T08:49:08.354918+08:00,631,63.0,41.0,DISCHARGING,2026-09-12T08:48:58.979918+08:00,10006,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,57666,,,,3956.0,6.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:49:29.483707+08:00,2026-09-12T08:49:19.483707+08:00,10,10.3458904,123.8181939,2026-09-12T00:49:24Z,6210,4.4,5.8,621.25,0.73,0.84,55.5,6.1,2026-09-12T08:49:23.312612+08:00,6171,90,0,14.98,36.00,20,0,7,0,41,0,19,0,2,0,1023,0.0017,9.4981,-1.5749,9.8941,1.7839,10.0536,408,-0.1086,-0.0066,-0.0323,2.3102,1.1411,2.5766,399,-0.0038,0.0011,0.0092,0.4562,0.2192,0.5062,0.33501,0.67589,0.60784,0.24793,130.9,-4.1,98.0,30,1614,12952.00,2026-09-12T08:49:26.245707+08:00,3238,63.0,41.0,DISCHARGING,2026-09-12T08:48:58.979707+08:00,30504,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,78164,,,,3974.9,4.4,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:49:43.951044+08:00,2026-09-12T08:49:33.951044+08:00,10,10.3459427,123.8183141,2026-09-12T00:49:40Z,4677,3.8,3.9,622.63,0.80,0.85,75.6,49.4,2026-09-12T08:49:39.284552+08:00,4666,91,0,18.17,36.30,20,0,7,0,40,0,19,0,4,0,725,0.0760,7.8269,2.9174,9.9303,1.8075,10.0935,288,0.1231,0.0262,0.0103,2.1759,1.2198,2.4945,285,0.0045,-0.2187,-0.1051,0.7587,1.0413,1.2884,0.16502,-0.28896,-0.62364,0.70735,-86.8,-11.7,37.3,23,1637,5960.00,2026-09-12T08:49:43.541044+08:00,410,63.0,41.0,DISCHARGING,2026-09-12T08:48:58.980044+08:00,44971,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,92631,,,,3990.0,3.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:49:53.957113+08:00,2026-09-12T08:49:43.957113+08:00,10,10.3459460,123.8183621,2026-09-12T00:49:48Z,6684,3.8,3.3,628.15,0.84,0.85,96.9,47.9,2026-09-12T08:49:47.285297+08:00,6672,93,0,19.60,36.40,20,0,7,0,42,0,19,0,4,0,502,0.5605,6.5601,7.0180,9.8084,1.4342,9.9127,201,0.0399,-0.0405,-0.0277,1.5623,0.9032,1.8046,201,0.0140,0.0525,0.0205,0.5203,0.3395,0.6213,0.36610,-0.16519,-0.38727,0.82989,-49.8,0.5,47.4,11,1648,5317.00,2026-09-12T08:49:51.801113+08:00,2156,63.0,41.0,DISCHARGING,2026-09-12T08:48:58.980113+08:00,54977,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,102637,,,,3995.3,3.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:50:03.964415+08:00,2026-09-12T08:49:53.964415+08:00,10,10.3459212,123.8183954,2026-09-12T00:50:04Z,690,3.8,2.7,624.87,0.00,0.08,,,2026-09-12T08:50:03.283349+08:00,680,93,0,17.44,39.90,20,0,7,0,42,0,19,0,4,0,502,-0.3107,7.1814,6.5323,9.7625,0.4553,9.7731,201,-0.0299,0.0407,-0.0472,0.5428,0.4546,0.7080,201,-0.0056,-0.0002,0.0019,0.2976,0.2684,0.4008,0.35275,-0.16422,-0.39611,0.83168,-50.8,0.4,45.8,0,1648,5324.00,2026-09-12T08:50:00.202415+08:00,3762,63.0,41.0,DISCHARGING,2026-09-12T08:50:03.965415+08:00,-1,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,112644,,,,4000.0,3.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:50:13.968636+08:00,2026-09-12T08:50:03.968636+08:00,10,10.3459247,123.8184046,2026-09-12T00:50:12Z,2696,3.8,3.2,624.21,0.74,0.85,83.9,52.1,2026-09-12T08:50:11.283533+08:00,2685,92,0,17.51,40.20,20,0,7,0,42,0,19,0,3,0,502,-0.8974,6.2507,7.1958,9.8057,1.0655,9.8634,201,0.0211,-0.0497,-0.0264,1.1563,0.9579,1.5016,201,-0.0140,-0.0101,-0.0730,0.5112,0.4830,0.7033,0.33828,-0.09537,-0.74371,0.56865,-97.8,23.2,35.0,0,1648,8231.00,2026-09-12T08:50:12.569636+08:00,1399,63.0,41.0,DISCHARGING,2026-09-12T08:50:03.963636+08:00,10005,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,122649,,,,4001.1,3.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:50:23.975282+08:00,2026-09-12T08:50:13.975282+08:00,10,10.3459121,123.8184746,2026-09-12T00:50:20Z,4702,5.4,6.4,622.99,0.78,0.86,97.5,50.8,2026-09-12T08:50:19.28442+08:00,4691,93,0,15.73,39.30,20,0,7,0,43,0,19,0,3,0,502,0.4011,9.1127,-0.6867,9.9596,1.9316,10.1452,201,0.0100,-0.1182,0.0855,2.4109,1.1262,2.6610,201,0.1307,0.3236,-0.0101,0.9620,1.1780,1.5209,0.43274,0.60147,0.52527,0.41840,106.0,2.8,95.6,17,1665,485.00,2026-09-12T08:50:20.160282+08:00,3815,63.0,41.0,DISCHARGING,2026-09-12T08:50:03.964282+08:00,20011,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,132655,,,,4008.8,5.4,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:50:35.708818+08:00,2026-09-12T08:50:25.708818+08:00,10,10.3458908,123.8186049,2026-09-12T00:50:35.422Z,1008,5.6,8.9,629.34,1.08,0.25,93.9,5.4,2026-09-12T08:50:35.223595+08:00,485,91,0,14.15,37.60,20,0,7,0,40,0,19,0,4,0,584,-0.3973,9.6369,-0.1986,9.8443,2.0498,10.0554,234,-0.0708,0.0041,0.0047,2.2323,1.0800,2.4799,232,-0.0158,0.0513,0.0053,0.5080,0.2332,0.5589,0.19462,0.67569,0.68423,0.19339,148.2,-0.3,89.4,19,1684,16683.00,2026-09-12T08:50:35.158818+08:00,550,63.0,41.0,DISCHARGING,2026-09-12T08:50:03.963818+08:00,31745,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,144389,,,,4023.6,5.6,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:50:50.822904+08:00,2026-09-12T08:50:40.822904+08:00,10,10.3459349,123.8186853,2026-09-12T00:50:47Z,4549,6.4,8.0,618.82,0.00,0.09,,,2026-09-12T08:50:46.282091+08:00,4541,100,0,15.40,37.90,20,0,7,0,49,0,19,0,4,0,757,-0.0832,9.6155,-0.3193,9.9706,2.9492,10.3977,381,-0.0458,-0.1397,0.0639,3.2057,1.7270,3.6413,297,0.0056,-0.0000,-0.0010,0.5250,0.3039,0.6066,0.34857,0.63730,0.60107,0.33325,122.3,0.3,93.2,30,1714,17833.00,2026-09-12T08:50:50.158904+08:00,664,63.0,41.0,DISCHARGING,2026-09-12T08:50:03.963904+08:00,46859,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,159503,,,,4033.7,6.4,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:51:00.82939+08:00,2026-09-12T08:50:50.82939+08:00,10,10.3459505,123.8186971,2026-09-12T00:50:55Z,6556,6.0,7.0,621.83,0.75,1.08,50.0,5.4,2026-09-12T08:51:00.280266+08:00,549,0,0,,,0,0,0,0,0,0,0,0,0,0,501,0.2518,9.6465,-0.4922,9.9939,2.8656,10.3966,443,-0.0183,-0.0383,-0.0046,3.4670,1.5950,3.8163,200,0.0094,0.0296,0.0029,0.5128,0.2412,0.5667,0.41420,0.62925,0.55429,0.35389,114.0,-0.8,97.8,20,1734,24379.00,2026-09-12T08:50:58.55939+08:00,2270,63.0,41.0,DISCHARGING,2026-09-12T08:50:03.96439+08:00,56865,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,169509,,,,4035.8,6.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:51:10.837519+08:00,2026-09-12T08:51:00.837519+08:00,10,10.3460230,123.8188202,2026-09-12T00:51:11Z,564,4.0,5.4,620.67,0.79,0.85,61.9,50.0,2026-09-12T08:51:10.286522+08:00,549,98,0,14.96,35.70,20,0,7,0,49,0,19,0,2,0,501,0.4642,9.6610,-0.2593,9.9868,2.7849,10.3678,201,-0.0230,0.0166,0.0167,3.0916,1.4108,3.3983,201,-0.0152,-0.0069,0.0075,0.4902,0.2281,0.5407,0.31032,0.62934,0.65433,0.28193,130.5,-2.9,89.1,20,1754,754.00,2026-09-12T08:51:10.160519+08:00,677,63.0,41.0,DISCHARGING,2026-09-12T08:51:10.838519+08:00,-1,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,179517,,,,4051.7,4.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:51:26.418577+08:00,2026-09-12T08:51:16.418577+08:00,10,10.3460703,123.8189291,2026-09-12T00:51:27Z,145,4.3,5.6,621.19,0.79,0.85,67.1,49.9,2026-09-12T08:51:26.284687+08:00,133,98,0,13.93,36.30,20,0,7,0,49,0,19,0,2,0,780,0.5830,9.6312,-0.6785,9.9910,2.2027,10.2309,312,-0.0365,0.0138,-0.0189,2.7112,1.2350,2.9792,311,0.0019,-0.0050,-0.0020,0.5850,0.2682,0.6436,0.31576,0.63353,0.65224,0.27114,130.9,-3.9,90.1,28,1782,4853.00,2026-09-12T08:51:26.359577+08:00,59,63.0,41.0,DISCHARGING,2026-09-12T08:51:10.837577+08:00,15581,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,195098,,,,4064.8,4.3,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:51:41.501907+08:00,2026-09-12T08:51:31.501907+08:00,10,10.3460823,123.8189901,2026-09-12T00:51:35Z,7228,4.4,5.9,618.51,0.85,0.85,68.6,47.5,2026-09-12T08:51:41.279276+08:00,223,0,0,,,0,0,0,0,0,0,0,0,0,0,754,0.5651,9.6057,-0.7103,10.0097,2.2008,10.2488,300,-0.1222,-0.0055,-0.1375,2.7293,1.4244,3.0786,296,-0.0035,0.0090,0.0018,0.6092,0.2880,0.6739,0.27484,0.67161,0.65009,0.22535,138.5,-3.1,93.1,27,1809,7664.00,2026-09-12T08:51:41.358907+08:00,143,63.0,41.0,DISCHARGING,2026-09-12T08:51:10.836907+08:00,30665,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,210182,,,,4071.6,4.4,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:51:59.146082+08:00,2026-09-12T08:51:49.146082+08:00,10,10.3462183,123.8191670,2026-09-12T00:51:59Z,873,4.5,6.3,618.23,1.05,0.85,54.2,40.4,2026-09-12T08:51:58.285668+08:00,860,99,0,15.37,36.00,20,0,7,0,49,0,19,0,3,0,882,0.3016,9.6071,-0.7446,10.0328,2.5940,10.3627,350,-0.1455,0.0032,-0.0553,2.9584,1.4077,3.2762,340,0.0031,-0.0046,0.0090,0.6058,0.3007,0.6763,0.28082,0.66096,0.66424,0.20750,139.5,-5.7,91.8,34,1843,7617.00,2026-09-12T08:51:58.559082+08:00,587,63.0,41.0,DISCHARGING,2026-09-12T08:51:10.837082+08:00,48309,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,227826,,,,4096.4,4.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:52:09.152078+08:00,2026-09-12T08:51:59.152078+08:00,10,10.3462577,123.8192191,2026-09-12T00:52:07Z,2878,4.7,7.3,622.90,1.46,0.87,59.8,31.0,2026-09-12T08:52:06.293144+08:00,2859,100,0,15.25,35.50,20,0,7,0,49,0,19,0,4,0,502,0.4186,9.6466,-0.9529,9.9973,2.1511,10.2262,201,-0.0831,0.0656,-0.0829,2.5664,1.2037,2.8346,201,-0.0063,0.0086,-0.0038,0.5855,0.2780,0.6481,0.23286,0.65448,0.68545,0.21815,142.8,-1.9,88.0,18,1861,15589.00,2026-09-12T08:52:08.560078+08:00,592,63.0,41.0,DISCHARGING,2026-09-12T08:51:10.837078+08:00,58315,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,237832,,,,4103.6,4.7,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:52:19.162228+08:00,2026-09-12T08:52:09.162228+08:00,10,10.3462882,123.8192428,2026-09-12T00:52:15Z,4889,8.3,9.5,616.32,0.00,0.84,,,2026-09-12T08:52:14.283924+08:00,4875,100,0,17.07,35.50,20,0,7,0,49,0,19,0,4,0,502,-0.6210,7.4111,5.7396,9.8247,1.1848,9.8959,201,0.0461,-0.2412,0.1803,1.2436,1.4103,1.8803,201,-0.0130,-0.1695,-0.0101,0.8072,1.2327,1.4735,0.30628,0.29467,0.54936,0.71942,77.1,5.0,50.1,7,1868,104174.00,2026-09-12T08:52:19.009228+08:00,153,62.0,42.0,DISCHARGING,2026-09-12T08:52:19.165228+08:00,-3,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,247842,,,,4107.9,8.3,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:52:29.172072+08:00,2026-09-12T08:52:19.172072+08:00,10,10.3462716,123.8192262,2026-09-12T00:52:23Z,6898,7.8,8.9,618.29,0.00,0.10,,,2026-09-12T08:52:28.287092+08:00,885,0,0,,,0,0,0,0,0,0,0,0,0,0,501,-0.9596,7.5047,6.0926,9.7179,0.1497,9.7190,200,-0.0047,0.0009,-0.0046,0.1722,0.1015,0.1999,200,-0.0033,0.0056,0.0009,0.0852,0.0535,0.1006,0.28450,0.30928,0.55136,0.72070,78.3,7.6,49.3,0,1868,98493.00,2026-09-12T08:52:29.106072+08:00,66,62.0,42.0,DISCHARGING,2026-09-12T08:52:19.162072+08:00,10010,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,257852,,,,4110.4,7.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:52:39.178685+08:00,2026-09-12T08:52:29.178685+08:00,10,10.3462784,123.8192197,2026-09-12T00:52:39Z,905,5.2,6.8,619.55,0.00,0.13,,,2026-09-12T08:52:38.283613+08:00,895,100,0,19.51,35.50,20,0,7,0,49,0,19,0,4,0,506,-1.4335,6.0870,7.2379,9.8256,1.1531,9.8930,201,-0.0192,-0.0936,0.0718,1.3115,0.9650,1.6283,201,-0.0141,-0.0678,-0.1107,0.5478,0.3463,0.6481,0.30912,0.14700,-0.08044,0.93614,-3.6,19.0,35.9,0,1868,68600.00,2026-09-12T08:52:36.935685+08:00,2243,62.0,42.0,DISCHARGING,2026-09-12T08:52:19.161685+08:00,20017,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,267859,,,,4112.2,5.2,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:52:49.184166+08:00,2026-09-12T08:52:39.184166+08:00,10,10.3462979,123.8192364,2026-09-12T00:52:47Z,2911,5.3,6.1,619.27,0.00,0.99,,,2026-09-12T08:52:46.287177+08:00,2897,100,0,20.11,35.50,20,0,7,0,49,0,19,0,4,0,499,-2.1224,6.9058,4.1680,9.9637,1.9452,10.1518,201,-0.0539,-0.1750,0.0100,2.1395,1.3031,2.5050,201,0.1009,0.2914,-0.0526,1.1739,1.1434,1.6387,0.22530,0.68392,0.66565,0.19597,145.3,-1.8,92.1,16,1884,18258.00,2026-09-12T08:52:49.054166+08:00,130,62.0,42.0,DISCHARGING,2026-09-12T08:52:19.162166+08:00,30022,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,277864,,,,4115.0,5.3,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:52:59.191239+08:00,2026-09-12T08:52:49.191239+08:00,10,10.3463118,123.8192552,2026-09-12T00:52:55Z,4918,5.9,6.7,618.59,0.93,1.08,52.0,6.1,2026-09-12T08:52:54.284299+08:00,4907,100,0,17.16,36.20,20,0,7,0,49,0,19,0,4,0,505,0.6163,9.6364,-0.5276,9.9016,1.9946,10.1005,201,-0.0171,0.0130,-0.0473,2.3704,1.1419,2.6311,201,0.0100,0.0677,-0.0026,0.6248,0.3330,0.7080,0.16938,-0.71970,-0.64189,0.20327,-149.6,-4.3,95.4,17,1901,18531.00,2026-09-12T08:52:56.655239+08:00,2536,62.0,42.0,DISCHARGING,2026-09-12T08:52:19.162239+08:00,40029,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,287871,,,,4117.6,5.9,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:53:09.198016+08:00,2026-09-12T08:52:59.198016+08:00,10,10.3463788,123.8193447,2026-09-12T00:53:03Z,6925,4.0,5.2,622.39,0.00,0.08,,,2026-09-12T08:53:08.286336+08:00,912,0,0,,,0,0,0,0,0,0,0,0,0,0,494,0.2843,9.6224,-0.6362,9.8228,1.4883,9.9349,91,-0.0586,0.0204,0.0146,0.9601,0.6407,1.1543,91,-0.0023,0.0243,0.0012,0.3441,0.2076,0.4018,0.10320,-0.73342,-0.65727,0.13944,-160.4,-3.9,95.6,7,1908,1896.00,2026-09-12T08:53:02.654016+08:00,6544,62.0,42.0,DISCHARGING,2026-09-12T08:52:19.162016+08:00,50036,TRAIL,0.50,2026-09-12T08:48:11.31959+08:00,297878,,,,4129.9,4.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:53:28.369539+08:00,2026-09-12T08:53:18.369539+08:00,10,10.3465207,123.8194983,2026-09-12T00:53:27Z,2096,3.8,5.0,613.97,0.97,0.85,48.9,43.0,2026-09-12T08:53:26.286951+08:00,2081,100,0,18.37,39.30,20,0,7,0,49,0,19,0,4,0,963,0.5077,9.6231,-0.5460,9.9089,2.4716,10.2125,,,,,,,,,,,,,,,0.10320,-0.73342,-0.65727,0.13944,-160.4,-3.9,95.6,0,1908,1896.00,2026-09-12T08:53:02.655539+08:00,25714,62.0,42.0,DISCHARGING,2026-09-12T08:53:28.370539+08:00,-1,UNPAVED,0.50,2026-09-12T08:53:26.301634+08:00,2067,,,,4153.0,3.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:53:49.337502+08:00,2026-09-12T08:53:39.337502+08:00,10,10.3465998,123.8195855,2026-09-12T00:53:41Z,9063,4.5,9.5,610.27,0.87,1.99,48.0,62.4,2026-09-12T08:53:49.28012+08:00,57,0,0,,,0,0,0,0,0,0,0,0,0,0,1050,0.7026,9.5040,-1.6464,9.9639,2.2666,10.2185,,,,,,,,,,,,,,,0.10320,-0.73342,-0.65727,0.13944,-160.4,-3.9,95.6,0,1908,1896.00,2026-09-12T08:53:02.654502+08:00,46683,62.0,42.0,DISCHARGING,2026-09-12T08:53:28.369502+08:00,20968,UNPAVED,0.50,2026-09-12T08:53:26.301634+08:00,23035,,,,4166.0,4.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:54:13.474391+08:00,2026-09-12T08:54:03.474391+08:00,10,10.3467256,123.8197164,2026-09-12T00:54:08Z,6201,4.1,4.9,631.17,0.00,0.08,,,2026-09-12T08:54:13.279542+08:00,194,0,0,,,0,0,0,0,0,0,0,0,0,0,1201,0.1783,9.5998,-0.8022,9.8198,1.6606,9.9592,,,,,,,,,,,,,,,0.10320,-0.73342,-0.65727,0.13944,-160.4,-3.9,95.6,0,1908,1896.00,2026-09-12T08:53:02.654391+08:00,70820,62.0,42.0,DISCHARGING,2026-09-12T08:53:28.369391+08:00,45105,UNPAVED,0.50,2026-09-12T08:53:26.301634+08:00,47172,,,,4186.4,4.1,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:54:31.492049+08:00,2026-09-12T08:54:21.492049+08:00,10,10.3468313,123.8198286,2026-09-12T00:54:32Z,219,7.5,12.0,619.55,1.23,0.85,31.6,35.5,2026-09-12T08:54:31.31213+08:00,178,100,0,18.87,35.60,20,0,7,0,49,0,19,0,4,0,904,0.5447,9.5450,-0.9754,9.9026,2.4906,10.2110,,,,,,,,,,,,,,,0.10320,-0.73342,-0.65727,0.13944,-160.4,-3.9,95.6,0,1908,1896.00,2026-09-12T08:53:02.656049+08:00,88836,62.0,42.0,DISCHARGING,2026-09-12T08:54:31.494049+08:00,-2,UNPAVED,0.50,2026-09-12T08:53:26.301634+08:00,65190,,,,4204.5,7.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:54:49.83899+08:00,2026-09-12T08:54:39.83899+08:00,10,10.3468895,123.8199766,2026-09-12T00:54:47Z,3565,16.3,47.6,620.22,0.97,2.81,84.9,58.9,2026-09-12T08:54:46.284588+08:00,3554,99,0,17.16,39.30,19,0,7,0,49,0,19,0,4,0,924,0.4524,9.6810,-0.5605,9.9703,2.5262,10.2854,,,,,,,,,,,,,,,0.10320,-0.73342,-0.65727,0.13944,-160.4,-3.9,95.6,0,1908,1896.00,2026-09-12T08:53:02.65399+08:00,107185,62.0,42.0,DISCHARGING,2026-09-12T08:54:31.49199+08:00,18347,UNPAVED,0.50,2026-09-12T08:54:46.303934+08:00,3535,,,,4222.4,16.3,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:55:01.85403+08:00,2026-09-12T08:54:51.85403+08:00,10,10.3470602,123.8200368,2026-09-12T00:55:02Z,581,6.7,11.5,619.54,1.15,2.19,64.9,52.8,2026-09-12T08:55:01.278741+08:00,575,0,0,,,0,0,0,0,0,0,0,0,0,0,602,0.5845,9.6188,-0.6822,9.9500,2.7511,10.3233,,,,,,,,,,,,,,,0.10320,-0.73342,-0.65727,0.13944,-160.4,-3.9,95.6,0,1908,1896.00,2026-09-12T08:53:02.65403+08:00,119200,62.0,42.0,DISCHARGING,2026-09-12T08:54:31.49203+08:00,30362,UNPAVED,0.50,2026-09-12T08:54:46.303934+08:00,15550,,,,4242.4,6.7,GOOD
