session_id,timestamp,latitude,longitude,surface,confidence
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:49:58.286072+08:00,10.3557384,123.8256348,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:50:06.300826+08:00,10.3556906,123.8257055,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:50:22.311227+08:00,10.3557419,123.8257588,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:50:35.29195+08:00,10.3558205,123.8258245,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:51:18.315673+08:00,10.3560037,123.8258914,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:51:26.281126+08:00,10.3561284,123.8259606,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:57:58.314658+08:00,10.3564829,123.8262564,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:58:06.284411+08:00,10.3565927,123.8262346,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:58:14.285439+08:00,10.3566694,123.8262541,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:59:02.287445+08:00,10.3567555,123.8264107,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:59:18.282491+08:00,10.3567734,123.8264591,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:00:22.287895+08:00,10.3570215,123.8265543,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:01:02.290523+08:00,10.3571692,123.8265058,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:01:50.297362+08:00,10.3572400,123.8265747,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:02:06.304813+08:00,10.3573369,123.8265185,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:02:46.309134+08:00,10.3574499,123.8264755,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:03:10.293038+08:00,10.3574330,123.8263909,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:03:26.317859+08:00,10.3575015,123.8262920,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:03:50.295484+08:00,10.3575746,123.8263407,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:04:54.279291+08:00,10.3579882,123.8263280,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:05:02.281841+08:00,10.3579749,123.8262913,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T10:06:38.29647+08:00,10.3580640,123.8262769,CONCRETE,0.50
